"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"60': Lots of short efforts! 16 of them!","Bike","Special brick with LOTS of short intervals and low recovery. It's going to hurt....real bad. The only reprieve is a 5' section to gather your thoughts and find your soul before the last 5x1' efforts. YOU GOT THIS! . 10' Progressive WU . 5 x (1' @ LT + 2' Easy) 3 x (2' @ LT + 1' AeC + 2' Easy) 5' High AeT 5 x (1' @ AeC + 2' Easy)","0.583333333333333","","2018-12-25","","21205.009765625","232","405","482.727","","0.577299177646637","10.2030000686646","","0","","0","0","","","0.895956926134698","44.99","","","","","","","","","","","16","16","4","6","7","0","","","","","",""
"Zwift short efforts part 2","Bike","","0.583333333333333","","2018-12-25","","21391.849609375","229","442","489.81","","0.594628930091858","9.99300003051758","","0","","0","0","","","0.873239992193574","44.1","","","","","","","","","","","2","18","4","6","7","0","","","","","",""
"Zwift - New Workout","Bike","","1.5","","2018-12-26","","53897.87890625","206","418","1166.434","","1.57069945335388","9.5310001373291","","0","","0","0","","","0.776945317948552","90.55","","","","","","","","","","","5","25","64","0","0","0","","","","","",""
"Zwift - New Workout","Bike","","1.25","","2018-12-27","","45986.6484375","203","226","935.038","","1.27916669845581","9.98600006103516","","0","","0","0","","","0.742366844919988","70.09","","","","","","","","","","","8","51","25","0","0","0","","","","","",""
"Zwift - New Workout","Bike","","0.25","","2018-12-27","","8976.5703125","203","208","183.788","","0.251944452524185","9.89599990844727","","0","","0","0","","","0.737631280667611","13.3","","","","","","","","","","","0","15","0","0","0","0","","","","","",""
"60': 2 x under/overs + 5 x 1' @ AeC","Bike","Switching it up since the ""worlds"" change in Zwift on Friday. Please do this on ERG mode (aka just select the workout from the trainingpeaks folder in Zwift.","1","","2018-12-28","","34020.8984375","223","367","832.229","","1.03777778148651","9.10599994659424","","0","","0","0","","","0.859603474479675","76.17","","","","","","","","","","","2","27","21","3","7","2","","","","","",""
"60' easy spin","Bike","","0.5","","2018-12-29","","16471.470703125","200","348","363.493","","0.503611087799072","9.08500003814697","","0","","0","0","","","0.739746223444614","27.1","","","","","","","","","","","2","20","9","1","0","0","","","","","",""
"","Bike","warm-up","0.366666666666667","","2018-12-30","","12545.98046875","203","251","269.016","","0.368055552244186","9.4680004119873","","0","","0","0","","","0.759443983249864","20.8","","","","","","","","","","","1","10","11","0","0","0","","","","","",""
"Zwift - 118': Long, hard WU. 3 x (15' IM Watts + 2' hard + 5' easy)","Bike","Mainset","1.5","","2018-12-30","","54047.94921875","209","404","1184.995","","1.57273972034454","9.54500007629395","","0","","0","0","","","0.777069008377551","93","","","","","","","","","","","3","25","60","4","2","0","","","","","",""
"Zwift - Watopia","Bike","","0.75","","2018-12-31","","24873.33984375","222","429","606.929","","0.759722232818604","9.0939998626709","","0","","0","0","","","0.858286220404916","55.4","","","","","","","","","","","2","19","14","5","3","2","","","","","",""
